ID,Тип,Артикул,Имя,Опубликован,"Цена распродажи","Базовая цена",Категории,Метки,Изображения
65,simple,КЕ1,"Кейс визажиста Manly Pro",1,4800,4801,"Бренды > MANLY PRO, Аксессуары",Новинки,ke1manlyprobagb.jpg
67,simple,МК1,"Кейс с магнитной поверхностью Manly PRO",1,480,481,"Бренды > MANLY PRO, Аксессуары","Бестселлер, Новинки",mk1-1.jpg
69,simple,,"Бьюти спонж многофункциональный для растушевки (аналог Beauty Blender)",1,490,491,Аксессуары,Новинки,sponge_sp161b.jpg
